"match_id","game_creation","game_mode","map_id","paricipants"
"EUN1_3507150008","2023-12-10 20:25:21.456","CLASSIC",11,"zwlLeN31xQwaocZE1bEC_i4Y91Rr6-VDrwrkPCi2G-SX889BGKzpT3IdtxhhdxncCX9cMjTgnoekAA"
"EUN1_3507150008","2023-12-10 20:25:21.456","CLASSIC",11,"YO_Sn_ROXDu5GjgLPehOjuuyIal_E6vbALhaJMsPESl6itWT877peStM_F_64nXEN6ix9HF3TpgjyQ"
"EUN1_3507150008","2023-12-10 20:25:21.456","CLASSIC",11,"bJnyVQZBYx5vAlS4BBQh2NLQFWJDsPEc28yCiH2vJr6DDufaE1vMTl9pqpsb9BBzrOZ6-oOw4TD68w"
"EUN1_3507150008","2023-12-10 20:25:21.456","CLASSIC",11,"w8bpjlikzGYGc4jIE-jzzULIJ6n_Xy7FlGxin7Mf1nGP301ynxTSjfsG4F3JdAnrc_CQZyuojpGk3Q"
"EUN1_3507150008","2023-12-10 20:25:21.456","CLASSIC",11,"rE4HIStnC-ZJ_ucvUPYAyNqEwUBMB2Kc3Z3rIRfWpo7W7xbxbba7X_9k7cfiEWjDkpYiK1j6e3NGAQ"
"EUN1_3507150008","2023-12-10 20:25:21.456","CLASSIC",11,"WoufMmHW5iLbiA7Vnfb1Q1KUyF1XjMszRWWlF6GSDS3SQL_OHMsmK9TDZ5HZmQV-iI3ZxOSh9YsHKg"
"EUN1_3507150008","2023-12-10 20:25:21.456","CLASSIC",11,"jHf3sipVcG9EKlyASyRGsGoKbUfvunrwZTFctwF75EPcN6DBew9zz1G4O1WLEDfOtbUEdVFANk7nSw"
"EUN1_3507150008","2023-12-10 20:25:21.456","CLASSIC",11,"4XMyiWbn3L529toGjp4Jl26MJZjeJF3M2YstR5zdGYm16mjR0hAnEmdakOxfvm8wPgnJGLzR_WmKLA"
"EUN1_3507150008","2023-12-10 20:25:21.456","CLASSIC",11,"iiNifnmqG-ZrnTPLp9IRxXqjbjVR9c4pf4wOEunAHQB9xL2471sDePlW9-NldDAPv-zX-OlsEEtDeQ"
"EUN1_3507150008","2023-12-10 20:25:21.456","CLASSIC",11,"Za0zhNqE3WSo9g3AxQiLwYdmnh7wH-xmt2C4qdNDCJc-PFnHgeDj5ZdEMUq0FiSLJsmvGYK0mpzq9Q"
