Date,PiS,KO,Konf,P2050_KP,Lewica
2019-01-01,39.42625330667478,30.871475615045757,9.295969509630472,10.107241047390895,10.2990605212581
2019-01-02,39.83951088028014,31.296791040397054,9.564678648688291,9.621726617532806,9.677292813101705
2019-01-03,40.579049810370044,30.180556771736487,9.599904673798935,9.438551513271241,10.20193723082329
2019-01-04,41.365344464877516,29.426189526446834,9.713824049308956,10.438325432528666,9.056316526838033
2019-01-05,41.45301292735077,29.064589546105896,10.071715020568933,10.03197846084066,9.378704045133748
2019-01-06,41.224520908436496,29.06936463625352,9.673926908838846,10.380599615130725,9.651587931340416
2019-01-07,41.797612114299255,30.412786902407795,8.882689429331553,10.266994067869204,8.6399174860922
2019-01-08,41.54018627065926,30.743870015162994,9.397212374307392,9.67309395600441,8.64563738386594
2019-01-09,41.37559251565578,30.938456069324626,8.873694460892143,9.990705116801475,8.821551837325972
2019-01-10,41.77565819313334,30.52415631584623,8.571561295917025,10.863948565450631,8.264675629652773
2019-01-11,41.574352131327004,30.30711188897578,8.617396530908627,11.323124252873553,8.178015195915043
2019-01-12,42.06753529005716,30.261229337280344,8.230753525849185,12.057907720238253,7.382574126575067
2019-01-13,42.17131785022586,30.62132357554611,7.394687099261602,12.050706511417935,7.761964963548487
2019-01-14,41.87311769716158,30.79142135536913,7.34866686515237,11.94729053548437,8.039503546832542
2019-01-15,41.84289626419189,31.111772611986915,6.9267130490651585,12.13310048071119,7.985517594044846
2019-01-16,42.575690665908226,31.08068773675029,7.314674204518916,12.188640863279252,6.84030652954331
2019-01-17,42.91980449869942,31.488441446406988,7.002335477040932,11.839507324303678,6.749911253548981
2019-01-18,43.6805888891646,31.435601630985392,6.801079640024687,11.285700438843216,6.797029400982104
2019-01-19,43.85498218559554,31.18278685991426,6.699638347898914,11.79668152877794,6.465911077813358
2019-01-20,43.599349269462685,31.51893927424277,7.250629720824666,11.86733298547577,5.763748749994112
2019-01-21,43.239960353575626,32.12344274200486,7.870026156273578,11.30723645534171,5.459334292804238
2019-01-22,44.42368707565533,32.227723919065845,7.455556654874651,10.583019702903618,5.3100126475005816
2019-01-23,43.84558940668338,31.072767397576484,8.706439086879532,11.240304456144589,5.134899652716014
2019-01-24,43.66427191429082,30.42286081527166,8.579441565885432,11.839463105502666,5.493962599049417
2019-01-25,44.221868770889635,30.28326088230495,7.884673155193537,11.87389118202044,5.736306009591433
2019-01-26,43.615085537465205,31.00650689690982,8.355601784948961,11.167705982279392,5.855099798396613
2019-01-27,44.01797258752948,31.225259385429805,8.24421325957205,11.130114201356236,5.38244056611243
2019-01-28,43.7591906539549,30.905988680799247,9.305796325274365,10.565259268877519,5.463765071093954
2019-01-29,44.267008521525376,29.976764710419573,9.676643612607979,10.317610521210732,5.761972634236336
2019-01-30,44.412747173207535,30.034757220961723,9.449882788388571,10.073346526384777,6.029266291057396
2019-01-31,43.584632360972655,30.501244270470085,10.025266328642939,9.51496274811329,6.373894291801024
2019-02-01,44.70256283726031,30.257289061654806,10.661721252337617,9.02425488187312,5.354171966874163
2019-02-02,45.133292379412346,30.31409468092841,10.248236406652616,9.577063182704917,4.72731335030169
2019-02-03,44.561272838753865,30.263435095567758,10.804149099152747,9.798879823653268,4.572263142872346
2019-02-04,44.40489468504779,29.989033249497123,10.544659733771987,10.084987341329132,4.976424990353954
2019-02-05,43.97137715500535,29.75796372662038,10.380665067323081,10.543726179564105,5.346267871487087
2019-02-06,43.82832838252661,30.05049893041602,10.267500478901622,10.911869850488458,4.9418023576673065
2019-02-07,43.33178787838268,29.79953844907795,9.58723983648114,11.450858095998848,5.8305757400593805
2019-02-08,43.59464366086042,30.370069922694192,9.032917336666458,12.025082931849688,4.977286147929237
2019-02-09,43.558399484946236,30.092171676886625,9.237250713794344,12.282092120381115,4.830086003991679
2019-02-10,43.74789802112536,30.025370219378022,8.694217006190001,12.27715294127319,5.255361812033453
